model,threshold,net_benefit_model
gradient_boosting,0.8118181818181818,0.02115942028985518
gradient_boosting,0.8217171717171717,0.026501416430594893
gradient_boosting,0.8316161616161616,0.0033653269346131665
gradient_boosting,0.8415151515151514,-0.0004875717017207015
gradient_boosting,0.8514141414141414,-0.02650577838205298
gradient_boosting,0.8613131313131313,-0.05052439912600132
gradient_boosting,0.8712121212121212,-0.04941176470588232
gradient_boosting,0.8811111111111111,-0.0835046728971961
gradient_boosting,0.891010101010101,-0.07700648748841527
gradient_boosting,0.9009090909090909,-0.06821100917431189
gradient_boosting,0.9108080808080807,-0.015294450736126619
gradient_boosting,0.9207070707070707,-0.05028662420382163
gradient_boosting,0.9306060606060605,-0.10026200873362423
gradient_boosting,0.9405050505050505,-0.007122241086587433
gradient_boosting,0.9504040404040404,0.023370672097759837
gradient_boosting,0.9603030303030302,-0.03690839694656434
gradient_boosting,0.9702020202020202,-0.15059322033898276
gradient_boosting,0.98010101010101,0.005
gradient_boosting,0.99,0.0
xgboost,0.01,0.38267676767676767
xgboost,0.0198989898989899,0.3807363701947851
xgboost,0.029797979797979796,0.3787038001041125
xgboost,0.039696969696969696,0.37173240769958976
xgboost,0.049595959595959596,0.36982410458072057
xgboost,0.059494949494949496,0.36829717538395446
xgboost,0.06939393939393938,0.36657766199934877
xgboost,0.07929292929292929,0.3599286889742183
xgboost,0.08919191919191918,0.3578629255850061
xgboost,0.09909090909090908,0.35575176589303736
xgboost,0.10898989898989898,0.3485936968597665
xgboost,0.11888888888888888,0.347061790668348
xgboost,0.12878787878787878,0.3398695652173913
xgboost,0.1386868686868687,0.33762694968922247
xgboost,0.1485858585858586,0.33533218649899155
xgboost,0.15848484848484848,0.33298343536190134
xgboost,0.16838383838383839,0.3305787683711891
xgboost,0.1782828282828283,0.32811616472034416
xgboost,0.18818181818181817,0.3255935050391937
xgboost,0.19808080808080808,0.3230085653104925
xgboost,0.207979797979798,0.320359010330315
xgboost,0.21787878787878787,0.31403525765207285
xgboost,0.22777777777777777,0.30928057553956834
xgboost,0.23767676767676768,0.3066741751689413
xgboost,0.24757575757575756,0.3039991945227547
xgboost,0.25747474747474747,0.3012528907631615
xgboost,0.2673737373737374,0.3020818971460085
xgboost,0.2772727272727273,0.2993710691823899
xgboost,0.2871717171717172,0.2965849511123707
xgboost,0.29707070707070704,0.2979465440436844
xgboost,0.30696969696969695,0.29520332313073894
xgboost,0.31686868686868686,0.2923806003252994
xgboost,0.32676767676767676,0.28947486871717926
xgboost,0.33666666666666667,0.2864824120603015
xgboost,0.3465656565656566,0.28339928891637034
xgboost,0.3564646464646465,0.2752213153351122
xgboost,0.36636363636363634,0.2748350071736011
xgboost,0.37626262626262624,0.27157894736842103
xgboost,0.38616161616161615,0.268217870659865
xgboost,0.39606060606060606,0.264746613146011
xgboost,0.40595959595959596,0.26115966672334634
xgboost,0.41585858585858587,0.25245114992218565
xgboost,0.4257575757575757,0.2436147757255937
xgboost,0.43565656565656563,0.23964381600143192
xgboost,0.44555555555555554,0.2355310621242485
xgboost,0.45545454545454545,0.23126878130217032
xgboost,0.46535353535353535,0.2312006423578311
xgboost,0.47525252525252526,0.22679018286814245
xgboost,0.4851515151515151,0.22221012360211895
xgboost,0.495050505050505,0.21745049009801964
xgboost,0.5049494949494949,0.21250051009997964
xgboost,0.5148484848484849,0.21796064959400374
xgboost,0.5247474747474747,0.21302337938363444
xgboost,0.5346464646464646,0.20787605817234647
xgboost,0.5445454545454546,0.19750499001996008
xgboost,0.5544444444444444,0.19189526184538655
xgboost,0.5643434343434344,0.19250753535821935
xgboost,0.5742424242424242,0.1883807829181495
xgboost,0.5841414141414141,0.1775103230507652
xgboost,0.594040404040404,0.17367006718089079
xgboost,0.6039393939393939,0.16751338944146904
